dob,photo_taken,full_path,gender,name,face_location,face_score,second_face_score,celeb_id
703406,1963,09/nm0000009_rm2442038272_1925-11-10_1963.jpg,1,Richard Burton,[1266.36342153401 599.085837946617 1580.39427691752 913.11669333012],3.646134,3.068682,16059 
703406,1969,09/nm0000009_rm2458635776_1925-11-10_1969.jpg,1,Richard Burton,[5.121 1275.129 368.712 1638.72],3.045416,NaN,16059 
703406,1963,09/nm0000009_rm2458815488_1925-11-10_1963.jpg,1,Richard Burton,[1045.05500947967 598.052005416953 1490.01001354238 1043.00700947967],1.120078,NaN,16059 
703406,1969,09/nm0000009_rm2475412992_1925-11-10_1969.jpg,1,Richard Burton,[3885.23751391248 1480.6929700794 4371.89917060561 1967.35462677253],2.628127,1.921752,16059 
703406,1969,09/nm0000009_rm2492190208_1925-11-10_1969.jpg,1,Richard Burton,[2491.099 1331.003 3231.696 2071.6],3.487929,1.966624,16059 
703406,1969,09/nm0000009_rm2508967424_1925-11-10_1969.jpg,1,Richard Burton,[1208.38220548573 1755.29184434288 2187.6385554286 2734.54819428575],4.671564,2.424304,16059 
703406,1963,09/nm0000009_rm252105728_1925-11-10_1963.jpg,1,Richard Burton,[743.729222310272 971.938829174971 1255.15283775584 1483.36244462054],3.756475,0.986823,16059 
703406,1969,09/nm0000009_rm2525744640_1925-11-10_1969.jpg,1,Richard Burton,[838.728540764279 588.009978534995 1587.88422745213 1337.16566522285],4.253031,NaN,16059 
703406,1969,09/nm0000009_rm2559299072_1925-11-10_1969.jpg,1,Richard Burton,[1016.38207547358 383.018278302594 1583.40949292747 950.045695756484],4.006466,NaN,16059 
703406,1969,09/nm0000009_rm2592853504_1925-11-10_1969.jpg,1,Richard Burton,[2882.76509011879 1381.40539092638 4003.6258645131 2502.26616532069],1.152027,1.060406,16059 
703406,1963,09/nm0000009_rm2643364864_1925-11-10_1963.jpg,1,Richard Burton,[780.325433963712 391.186716981856 1167.41615094557 778.277433963712],1.776095,NaN,16059 
703406,1969,09/nm0000009_rm2659962368_1925-11-10_1969.jpg,1,Richard Burton,[1578.6276369133 646.197037260975 2097.96884921774 1165.53824956541],1.804524,NaN,16059 
703406,1963,09/nm0000009_rm2660142080_1925-11-10_1963.jpg,1,Richard Burton,[674.667751466918 246.637000533425 1222.94500266712 794.914251733631],3.827603,2.265163,16059 
703406,1969,09/nm0000009_rm2676739584_1925-11-10_1969.jpg,1,Richard Burton,[1093.06088227404 1745.80561163846 3046.1420703673 3698.88679973172],2.361654,NaN,16059 
703406,1968,09/nm0000009_rm2804396032_1925-11-10_1968.jpg,1,Richard Burton,[677.249256290564 360.725698654362 865.164390872285 548.640833236083],3.438445,2.271581,16059 
703406,1963,09/nm0000009_rm3095972864_1925-11-10_1963.jpg,1,Richard Burton,[79.5659765040674 128.820961819109 167.466950071143 216.721935386185],3.987076,3.000803,16059 
703406,1963,09/nm0000009_rm34001920_1925-11-10_1963.jpg,1,Richard Burton,[607.374893082887 261.473811321237 994.465610064742 648.564528303093],3.101903,NaN,16059 
703406,1984,09/nm0000009_rm3643769856_1925-11-10_1984.jpg,1,Richard Burton,[172.013059440371 115.016372960248 427.475148600929 370.478462120805],1.722538,NaN,16059 
703406,1984,09/nm0000009_rm3660547072_1925-11-10_1984.jpg,1,Richard Burton,[281.707608556705 36.1085760695881 438.569700869851 192.970668382734],3.999312,3.400039,16059 
703406,1964,09/nm0000009_rm3709057792_1925-11-10_1964.jpg,1,Richard Burton,[460.479341998814 129.654215759668 624.891905118387 294.066778879241],4.003740,3.986957,16059 
703406,1969,09/nm0000009_rm3817590272_1925-11-10_1969.jpg,1,Richard Burton,[2174.97360859225 747.168602939453 2684.27341062725 1256.46840497446],4.092711,3.530237,16059 
703406,1969,09/nm0000009_rm3834367488_1925-11-10_1969.jpg,1,Richard Burton,[1736.28466418404 642.058560488859 2553.19424195543 1458.96813826025],3.208893,NaN,16059 
703406,1969,09/nm0000009_rm3851144704_1925-11-10_1969.jpg,1,Richard Burton,[1991.69674554503 1234.91589009931 2837.92820792147 2081.14735247575],3.073276,NaN,16059 
703406,1969,09/nm0000009_rm3884699136_1925-11-10_1969.jpg,1,Richard Burton,[803.29834711749 366.771975962495 1455.08790384998 1018.56153269499],4.146958,NaN,16059 
703406,1963,09/nm0000009_rm50779136_1925-11-10_1963.jpg,1,Richard Burton,[1 1 2048 1638],-Inf,NaN,16059 
703406,1984,09/nm0000009_rm539001856_1925-11-10_1984.jpg,1,Richard Burton,[508.67415621397 57.4286840237744 676.868208285293 225.622736095098],2.334727,NaN,16059 
703406,1977,09/nm0000009_rm542737664_1925-11-10_1977.jpg,1,Richard Burton,[615.020581217792 141.365304278352 771.882673530938 298.227396591499],2.126848,1.264975,16059 
703406,1964,09/nm0000009_rm558215168_1925-11-10_1964.jpg,1,Richard Burton,[287.310008580874 515.519615445573 798.733624026447 1026.94323089115],2.877876,NaN,16059 
703406,1977,09/nm0000009_rm559514880_1925-11-10_1977.jpg,1,Richard Burton,[454.574815154145 217.000054835307 647.931164505922 410.356404187084],3.350290,NaN,16059 
703406,1964,09/nm0000009_rm574992384_1925-11-10_1964.jpg,1,Richard Burton,[984.695364400021 542.494150420011 1424.87057838003 982.669364400021],3.854486,3.298418,16059 
703406,1984,09/nm0000009_rm589333504_1925-11-10_1984.jpg,1,Richard Burton,[1 1 667 1023],-Inf,NaN,16059 
703406,1964,09/nm0000009_rm591769600_1925-11-10_1964.jpg,1,Richard Burton,[230.257606864699 686.676820594097 1255.15283775585 1711.57205148524],1.597673,NaN,16059 
703406,1964,09/nm0000009_rm608546816_1925-11-10_1964.jpg,1,Richard Burton,[866 690 1008 832],2.884403,2.046211,16059 
703406,1977,09/nm0000009_rm609846528_1925-11-10_1977.jpg,1,Richard Burton,[301.945018655997 209.353628300305 509.252646956302 416.661256600611],1.887585,NaN,16059 
703406,1984,09/nm0000009_rm639665152_1925-11-10_1984.jpg,1,Richard Burton,[139.910085533537 93.6143903556913 555.548342134148 509.252646956302],2.526015,NaN,16059 
703406,1977,09/nm0000009_rm660178176_1925-11-10_1977.jpg,1,Richard Burton,[695.681965297981 100.259995042569 806.300584720871 210.878614465459],3.101887,NaN,16059 
703406,1963,09/nm0000009_rm67556352_1925-11-10_1963.jpg,1,Richard Burton,[460.8 624.64 753.664 917.504],2.891605,2.779897,16059 
703406,1984,09/nm0000009_rm790660096_1925-11-10_1984.jpg,1,Richard Burton,[562.563342571799 152.206938384715 755.919691923576 345.563287736492],2.513720,1.895917,16059 
703406,1964,09/nm0000009_rm793096192_1925-11-10_1964.jpg,1,Richard Burton,[716.573148094882 632.50466008372 1092.89034414511 1008.82185613395],4.413386,1.922056,16059 
703406,1963,09/nm0000009_rm84333568_1925-11-10_1963.jpg,1,Richard Burton,[1299.59460033156 280.093700071049 1714.61515043814 695.114250177624],4.678681,3.484895,16059 
703406,1963,09/nm0000009_rm939971584_1925-11-10_1963.jpg,1,Richard Burton,[743.729222310272 971.938829174971 1255.15283775584 1483.36244462054],3.960284,1.025606,16059 
693794,1981,10/nm0000010_rm3776482816_1899-7-17_1981.jpg,1,James Cagney,[419.116550106574 372.775600094733 834.137100213148 787.796150201307],1.468225,NaN,8184 
693794,1961,10/nm0000010_rm3804740352_1899-7-17_1961.jpg,1,James Cagney,[273.066518727999 81.6284870305183 362.724691637333 171.286659939851],0.967373,0.776173,8184 
693794,1961,10/nm0000010_rm3821517568_1899-7-17_1961.jpg,1,James Cagney,[172.013059440371 343.003118880743 683.960237761486 854.950297201857],1.701902,NaN,8184 
693794,1961,10/nm0000010_rm3838294784_1899-7-17_1961.jpg,1,James Cagney,[843.076825670114 211.536456417529 999.938917983261 368.398548730675],3.056761,2.392069,8184 
693794,1981,10/nm0000010_rm3877146112_1899-7-17_1981.jpg,1,James Cagney,[246.637000533425 613.520501333562 1345.23950293384 1712.12300373397],1.072415,NaN,8184 
693794,1961,10/nm0000010_rm3905403648_1899-7-17_1961.jpg,1,James Cagney,[726.472383274665 222.688089333925 906.811729093331 403.027435152592],1.144772,0.812530,8184 
693794,1961,10/nm0000010_rm3922180864_1899-7-17_1961.jpg,1,James Cagney,[762.499734320954 85.6315260356616 846.085260356616 169.217052071323],3.173383,1.725404,8184 
693794,1961,10/nm0000010_rm3938958080_1899-7-17_1961.jpg,1,James Cagney,[378.982845961788 335.787434994726 475.149520637676 431.954109670615],2.190084,1.612833,8184 
693794,1961,10/nm0000010_rm3972512512_1899-7-17_1961.jpg,1,James Cagney,[394.536409011688 163.05793312246 601.844037311993 370.365561422765],2.723845,NaN,8184 
693794,1961,10/nm0000010_rm4006066944_1899-7-17_1961.jpg,1,James Cagney,[807.077870305183 192.461031697481 896.736043214517 282.119204606814],3.051499,2.859071,8184 
693794,1961,10/nm0000010_rm4022844160_1899-7-17_1961.jpg,1,James Cagney,[1 1 683 1023],-Inf,NaN,8184 
696978,1978,12/nm0000012_rm1192864256_1908-4-5_1978.jpg,0,Bette Davis,[1428.8899622668 153.379723270722 1621.41132075773 345.90108176165],3.313699,2.653955,2004 
696978,1962,12/nm0000012_rm1344778240_1908-4-5_1962.jpg,0,Bette Davis,[225.887 385.807 511.744 671.664],1.645798,NaN,2004 
696978,1962,12/nm0000012_rm1546104832_1908-4-5_1962.jpg,0,Bette Davis,[385.807 385.807 527.736 527.736],2.512694,NaN,2004 
696978,1962,12/nm0000012_rm1562882048_1908-4-5_1962.jpg,0,Bette Davis,[1197.63552743638 677.793993768388 1429.56421758697 909.722683918984],2.951827,2.027056,2004 
696978,1962,12/nm0000012_rm1579659264_1908-4-5_1962.jpg,0,Bette Davis,[1 1 1857 1999],-Inf,NaN,2004 
696978,1962,12/nm0000012_rm1596436480_1908-4-5_1962.jpg,0,Bette Davis,[1314.39018588223 228.274169979695 1719.68369184568 633.567675943147],2.788033,1.445985,2004 
696978,1978,12/nm0000012_rm1664863232_1908-4-5_1978.jpg,0,Bette Davis,[1 1 3522 5265],-Inf,NaN,2004 
696978,1978,12/nm0000012_rm2048502272_1908-4-5_1978.jpg,0,Bette Davis,[107.407618461168 809.805074868953 421.438473844671 1123.83593025246],3.569860,3.184292,2004 
696978,1978,12/nm0000012_rm272354304_1908-4-5_1978.jpg,0,Bette Davis,[1 1 2185 2969],-Inf,NaN,2004 
696978,1962,12/nm0000012_rm3312300032_1908-4-5_1962.jpg,0,Bette Davis,[687.591048515216 584.752241237934 839.85025943114 737.011452153857],1.887940,1.094166,2004 
696978,1962,12/nm0000012_rm3329077248_1908-4-5_1962.jpg,0,Bette Davis,[195.717702932561 776.879811730244 629.592284530823 1210.75439332851],3.619778,2.060930,2004 
696978,1978,12/nm0000012_rm3595891968_1908-4-5_1978.jpg,0,Bette Davis,[1428.8899622668 153.379723270722 1621.41132075773 345.90108176165],3.235733,2.696980,2004 
702089,1961,13/nm0000013_rm177442560_1922-4-3_1961.jpg,0,Doris Day,[1 1 400 311],-Inf,NaN,5337 
702089,1966,13/nm0000013_rm3228610560_1922-4-3_1966.jpg,0,Doris Day,[1 1 1587 2000],-Inf,NaN,5337 
702089,1963,13/nm0000013_rm3231561728_1922-4-3_1963.jpg,0,Doris Day,[350.204299919099 120.464628919692 431.910581478885 202.170910479478],0.813990,NaN,5337 
702089,1963,13/nm0000013_rm3248338944_1922-4-3_1963.jpg,0,Doris Day,[313 265 384 336],2.490102,NaN,5337 
702089,1966,13/nm0000013_rm3413159936_1922-4-3_1966.jpg,0,Doris Day,[1 1 2048 1646],-Inf,NaN,5337 
702089,1966,13/nm0000013_rm3429937152_1922-4-3_1966.jpg,0,Doris Day,[788.719732661481 344.956191160133 968.211363275669 524.447821774321],2.917636,NaN,5337 
702089,1966,13/nm0000013_rm3446714368_1922-4-3_1966.jpg,0,Doris Day,[1126.22651572536 477.661987422268 1318.74787421629 670.183345913196],2.939423,2.220248,5337 
702089,1966,13/nm0000013_rm3463491584_1922-4-3_1966.jpg,0,Doris Day,[656.684 33.932 798.4 175.648],2.710982,1.577881,5337 
702089,1963,13/nm0000013_rm3466235392_1922-4-3_1963.jpg,0,Doris Day,[99.9600879559032 54.7473207032199 180.851069010733 135.63830175805],3.904713,1.792517,5337 
702089,1966,13/nm0000013_rm3480268800_1922-4-3_1966.jpg,0,Doris Day,[511.798450130257 256.923225065129 718.284725183544 463.409500118416],2.576201,2.252669,5337 
702089,1962,13/nm0000013_rm3631067136_1922-4-3_1962.jpg,0,Doris Day,[1132.80416447353 522.169375657822 1334.35009407876 723.715305263057],3.318038,3.146806,5337 
702089,1964,13/nm0000013_rm3796867328_1922-4-3_1964.jpg,0,Doris Day,[1 1 460 475],-Inf,NaN,5337 
702089,1961,13/nm0000013_rm3813644544_1922-4-3_1961.jpg,0,Doris Day,[180.726 64.214 275.392 158.88],2.355190,NaN,5337 
702089,1962,13/nm0000013_rm3952774656_1922-4-3_1962.jpg,0,Doris Day,[130.326608280793 150.287317247069 219.567798629035 239.528507595311],0.926013,NaN,5337 
702089,1962,13/nm0000013_rm3969551872_1922-4-3_1962.jpg,0,Doris Day,[120.346253797656 115.356076556087 164.675848971776 159.685671730207],0.873976,NaN,5337 
702089,1962,13/nm0000013_rm3986329088_1922-4-3_1962.jpg,0,Doris Day,[1 1 291 400],-Inf,NaN,5337 
702089,1962,13/nm0000013_rm4003106304_1922-4-3_1962.jpg,0,Doris Day,[1 1 289 400],-Inf,NaN,5337 
702089,1962,13/nm0000013_rm644788224_1922-4-3_1962.jpg,0,Doris Day,[868.725666994821 514.156075951485 1044.01046251649 689.440871473153],3.218626,2.434137,5337 
702089,1962,13/nm0000013_rm661565440_1922-4-3_1962.jpg,0,Doris Day,[971.698085595357 529.008459562694 1159.42521103793 716.735585005264],3.139211,NaN,5337 
694687,1961,17/nm0000017_rm3392046080_1901-12-27_1961.jpg,0,Marlene Dietrich,[452.268472190195 264.249525444281 620.462524261518 432.443577515604],3.378311,NaN,12838 
694687,1961,17/nm0000017_rm3610149888_1901-12-27_1961.jpg,0,Marlene Dietrich,[645.866896244147 182.385345818666 826.206242062813 362.724691637333],2.805871,1.517279,12838 
700148,1994,18/nm0000018_rm1211665920_1916-12-9_1994.jpg,1,Kirk Douglas,[943.061692413571 679.577858537771 1279.77862168246 1016.29478780666],3.000646,2.201643,11142 
700148,1994,18/nm0000018_rm1261997568_1916-12-9_1994.jpg,1,Kirk Douglas,[1 1 1087 2048],-Inf,NaN,11142 
700148,1994,18/nm0000018_rm1312329216_1916-12-9_1994.jpg,1,Kirk Douglas,[434.424352202062 628.99371069299 626.94571069299 821.515069183918],3.764767,2.943402,11142 
700148,1994,18/nm0000018_rm1329106432_1916-12-9_1994.jpg,1,Kirk Douglas,[854.016 231.424 1146.88 524.288],1.643142,NaN,11142 
700148,2003,18/nm0000018_rm1367382272_1916-12-9_2003.jpg,1,Kirk Douglas,[1 1 288 435],-Inf,NaN,11142 
700148,2003,18/nm0000018_rm1400936704_1916-12-9_2003.jpg,1,Kirk Douglas,[1 1 268 406],-Inf,NaN,11142 
700148,2010,18/nm0000018_rm1415558400_1916-12-9_2010.jpg,1,Kirk Douglas,[1451.2090863169 434.914298510243 1618.54355095134 602.248763144685],2.499835,1.158362,11142 
700148,2010,18/nm0000018_rm1432335616_1916-12-9_2010.jpg,1,Kirk Douglas,[549.438095335811 400.113614789681 995.496536974202 846.172056428072],4.379371,NaN,11142 
700148,2010,18/nm0000018_rm1449112832_1916-12-9_2010.jpg,1,Kirk Douglas,[1268.97523349593 371.474234769646 1425.44276268292 527.941763956637],3.110881,NaN,11142 
700148,2010,18/nm0000018_rm1465890048_1916-12-9_2010.jpg,1,Kirk Douglas,[507.286529826018 345.567640281693 687.305280563385 525.586391019059],4.573768,3.431756,11142 
700148,1969,18/nm0000018_rm1519759360_1916-12-9_1969.jpg,1,Kirk Douglas,[1 1 871 1999],-Inf,NaN,11142 
700148,1969,18/nm0000018_rm1536536576_1916-12-9_1969.jpg,1,Kirk Douglas,[1 1 1358 2000],-Inf,NaN,11142 
700148,1969,18/nm0000018_rm1553313792_1916-12-9_1969.jpg,1,Kirk Douglas,[507.749843952221 321.438638285613 745.244822666431 558.933616999824],4.638712,4.066104,11142 
700148,1969,18/nm0000018_rm1570091008_1916-12-9_1969.jpg,1,Kirk Douglas,[882.454 752.022 1027.152 896.72],2.111598,NaN,11142 
700148,1969,18/nm0000018_rm1586868224_1916-12-9_1969.jpg,1,Kirk Douglas,[347.94908176165 693.850163523299 735.039798743505 1080.94088050515],3.309925,2.954836,11142 
700148,1969,18/nm0000018_rm1603645440_1916-12-9_1969.jpg,1,Kirk Douglas,[1 1 873 1998],-Inf,NaN,11142 
700148,2003,18/nm0000018_rm1751890432_1916-12-9_2003.jpg,1,Kirk Douglas,[152.206938384715 227.798907577073 248.373613060603 323.965582252961],4.536045,3.286525,11142 
700148,2003,18/nm0000018_rm1886108160_1916-12-9_2003.jpg,1,Kirk Douglas,[205.623 156.519 278.256 229.152],1.255833,0.860894,11142 
700148,2003,18/nm0000018_rm1902885376_1916-12-9_2003.jpg,1,Kirk Douglas,[782.514335960229 211.901614465459 893.132955383119 322.520233888348],3.243714,NaN,11142 
700148,1994,18/nm0000018_rm1916308992_1916-12-9_1994.jpg,1,Kirk Douglas,[303.172381572343 378.453476965428 978.654240110114 1053.9353355032],2.439990,NaN,11142 
700148,2003,18/nm0000018_rm1953217024_1916-12-9_2003.jpg,1,Kirk Douglas,[574.48078757504 320.655209468055 658.066313610701 404.240735503717],1.567483,1.159929,11142 
700148,2003,18/nm0000018_rm2070657536_1916-12-9_2003.jpg,1,Kirk Douglas,[688.479 164.703 834.768 310.992],2.461108,1.267192,11142 
700148,2003,18/nm0000018_rm2087434752_1916-12-9_2003.jpg,1,Kirk Douglas,[432.977109670615 130.609232901184 626.333459022391 323.965582252961],2.494037,NaN,11142 
700148,2003,18/nm0000018_rm2104211968_1916-12-9_2003.jpg,1,Kirk Douglas,[229.079244452323 176.45088034794 385.941336765469 333.312972661087],3.197220,1.665377,11142 
700148,2003,18/nm0000018_rm2137766400_1916-12-9_2003.jpg,1,Kirk Douglas,[615.639838607702 152.158288182222 705.298011517036 241.816461091555],1.955819,1.867816,11142 
700148,1979,18/nm0000018_rm2896659712_1916-12-9_1979.jpg,1,Kirk Douglas,[727.269193410984 612.743215503986 1068.90912713198 954.383149224979],3.005448,2.941391,11142 
700148,1994,18/nm0000018_rm2959722752_1916-12-9_1994.jpg,1,Kirk Douglas,[900.622008651401 421.607070703987 1437.04481384224 958.029875894828],2.202068,NaN,11142 
700148,1994,18/nm0000018_rm2993277184_1916-12-9_1994.jpg,1,Kirk Douglas,[670.566370763368 470.167459534358 1269.1931044504 1068.79419322139],3.327263,NaN,11142 
700148,1994,18/nm0000018_rm3010054400_1916-12-9_1994.jpg,1,Kirk Douglas,[553.375210398577 259.308431519336 882.200336637723 588.133557758482],2.114947,NaN,11142 
700148,1970,18/nm0000018_rm3347893760_1916-12-9_1970.jpg,1,Kirk Douglas,[3908.33921772082 1889.86048441695 5113.47945770314 3095.00072439927],2.907004,2.758158,11142 
700148,1970,18/nm0000018_rm4139749888_1916-12-9_1970.jpg,1,Kirk Douglas,[144.67 75.854 200.192 131.376],1.652170,NaN,11142 
700148,1978,18/nm0000018_rm4218525952_1916-12-9_1978.jpg,1,Kirk Douglas,[1 1 207 300],-Inf,NaN,11142 
700148,1965,18/nm0000018_rm713608704_1916-12-9_1965.jpg,1,Kirk Douglas,[1 1 4736 5458],-Inf,NaN,11142 
700148,1965,18/nm0000018_rm747163136_1916-12-9_1965.jpg,1,Kirk Douglas,[528.262 528.262 1307.04 1307.04],3.044692,2.779889,11142 
700148,1967,18/nm0000018_rm761572096_1916-12-9_1967.jpg,1,Kirk Douglas,[1336.60316717479 318.126855383503 1650.63402255829 632.157710767007],4.795380,4.523843,11142 
700148,1965,18/nm0000018_rm931712512_1916-12-9_1965.jpg,1,Kirk Douglas,[1726.60111881216 1038.1346712873 2753.86579009946 2065.3993425746],1.338073,NaN,11142 
701285,1963,19/nm0000019_rm121622016_1920-1-20_1963.jpg,1,Federico Fellini,[650.612528303093 391.186716981856 1037.70324528495 778.277433963712],1.886886,NaN,6266 
701285,1987,19/nm0000019_rm2391210496_1920-1-20_1987.jpg,1,Federico Fellini,[1 1 1168 1748],-Inf,NaN,6266 
701285,1969,19/nm0000019_rm2592537088_1920-1-20_1969.jpg,1,Federico Fellini,[930.984166206666 451.378403003226 1199.0144080086 719.408644805161],1.237743,NaN,6266 
701285,1983,19/nm0000019_rm2609314304_1920-1-20_1983.jpg,1,Federico Fellini,[1069.16005552535 501.021380810244 1222.35896681129 654.220292096182],3.742903,NaN,6266 
701285,1972,19/nm0000019_rm2642868736_1920-1-20_1972.jpg,1,Federico Fellini,[1 1 1143 1748],-Inf,NaN,6266 
701285,1969,19/nm0000019_rm2856647424_1920-1-20_1969.jpg,1,Federico Fellini,[721.156644805161 301.50160200215 854.297765706129 434.642722903118],3.060894,3.018818,6266 
701285,1990,19/nm0000019_rm3263625728_1920-1-20_1990.jpg,1,Federico Fellini,[552.67035123889 569.886674715105 705.869262524827 723.085586001043],2.481889,1.903602,6266 
701285,1972,19/nm0000019_rm3766942208_1920-1-20_1972.jpg,1,Federico Fellini,[555.307958727445 592.211955975941 885.695933963911 922.599931212407],3.399785,NaN,6266 
701285,1969,19/nm0000019_rm3884382720_1920-1-20_1969.jpg,1,Federico Fellini,[546.957800510988 228.918750212912 954.11715089423 636.078100596153],4.593641,NaN,6266 
701285,1969,19/nm0000019_rm3934714368_1920-1-20_1969.jpg,1,Federico Fellini,[555.307958727445 610.663954600189 719.627946345678 774.983942218422],3.340172,2.338161,6266 
701285,1972,19/nm0000019_rm3968268800_1920-1-20_1972.jpg,1,Federico Fellini,[680.219734389837 367.07893390222 1148.18293512126 835.042134633646],4.736107,2.880154,6266 
695923,1968,20/nm0000020_rm1158525440_1905-5-16_1968.jpg,1,Henry Fonda,[189.323632083508 100.660275808916 288.155907892425 199.492551617833],2.157299,NaN,7535 
695923,1981,20/nm0000020_rm1552796672_1905-5-16_1981.jpg,1,Henry Fonda,[1419 363 1632 576],2.281401,1.706550,7535 
695923,1967,20/nm0000020_rm1580050944_1905-5-16_1967.jpg,1,Henry Fonda,[1296.384 641.024 1441.792 786.432],1.527725,1.211004,7535 
695923,1973,20/nm0000020_rm1614400512_1905-5-16_1973.jpg,1,Henry Fonda,[913.256257965554 1086.24906900661 1297.44608280794 1470.43889384899],1.763895,NaN,7535 
695923,1973,20/nm0000020_rm1798949888_1905-5-16_1973.jpg,1,Henry Fonda,[1 1 5050 4153],-Inf,NaN,7535 
695923,1973,20/nm0000020_rm1849281536_1905-5-16_1973.jpg,1,Henry Fonda,[1 1 4140 5066],-Inf,NaN,7535 
695923,1976,20/nm0000020_rm3006568448_1905-5-16_1976.jpg,1,Henry Fonda,[48.12361202839 71.811418042585 118.439030070975 142.12683608517],2.468630,2.189558,7535 
695923,1973,20/nm0000020_rm3969113088_1905-5-16_1973.jpg,1,Henry Fonda,[670.509 71.565 986.496 387.552],2.749073,NaN,7535 
695923,1970,20/nm0000020_rm4139749888_1905-5-16_1970.jpg,1,Henry Fonda,[144.67 75.854 200.192 131.376],1.652170,NaN,7535 
695923,1968,20/nm0000020_rm4269310208_1905-5-16_1968.jpg,1,Henry Fonda,[1 1 1499 2048],-Inf,NaN,7535 
694358,1961,22/nm0000022_rm3223960064_1901-2-1_1961.jpg,1,Clark Gable,[371.501462120805 343.003118880743 498.721006701083 470.222663461022],1.946699,NaN,3796 
694358,1961,22/nm0000022_rm3240737280_1901-2-1_1961.jpg,1,Clark Gable,[1 1 1023 1003],-Inf,NaN,3796 
694358,1961,22/nm0000022_rm3374955008_1901-2-1_1961.jpg,1,Clark Gable,[718.606275256607 452.406027983995 821.74858940676 555.548342134148],3.220119,3.198253,3796 
694358,1961,22/nm0000022_rm3391732224_1901-2-1_1961.jpg,1,Clark Gable,[394.536409011688 105.188314150153 497.678723161841 208.330628300305],2.155600,NaN,3796 
694358,1961,22/nm0000022_rm3408509440_1901-2-1_1961.jpg,1,Clark Gable,[197.439 377.487 343.728 523.776],2.362552,1.687987,3796 
694358,1961,22/nm0000022_rm3425286656_1901-2-1_1961.jpg,1,Clark Gable,[475.695 246.543 621.984 392.832],3.345059,2.390685,3796 
694358,1961,22/nm0000022_rm3442063872_1901-2-1_1961.jpg,1,Clark Gable,[281.707608556705 176.45088034794 596.454793182997 491.198064974233],2.315168,NaN,3796 
694358,1961,22/nm0000022_rm3458841088_1901-2-1_1961.jpg,1,Clark Gable,[426.591 377.487 499.224 450.12],3.103549,1.712172,3796 
694358,1961,22/nm0000022_rm3509172736_1901-2-1_1961.jpg,1,Clark Gable,[424.201806910221 343.596319879703 604.541152728887 523.935665698369],2.764706,NaN,3796 
694358,1961,22/nm0000022_rm3593058816_1901-2-1_1961.jpg,1,Clark Gable,[398.091984142336 275.91691209854 671.962896240876 549.787824197081],2.834125,0.824832,3796 
702157,1962,23/nm0000023_rm1196333056_1922-6-10_1962.jpg,0,Judy Garland,[56.8127886273011 190.052161617141 119.214175833015 252.453548822855],4.084715,NaN,10187 
702157,1961,23/nm0000023_rm1379964928_1922-6-10_1961.jpg,0,Judy Garland,[1 1 340 450],-Inf,NaN,10187 
702157,1961,23/nm0000023_rm1396742144_1922-6-10_1961.jpg,0,Judy Garland,[210.936488909517 79.5799333410689 328.39138892112 197.034833352672],3.920202,NaN,10187 
702157,1963,23/nm0000023_rm1799395328_1922-6-10_1963.jpg,0,Judy Garland,[153.647357016794 88.0942040095965 218.510510023991 152.957357016794],2.776169,NaN,10187 
702157,1964,23/nm0000023_rm1816172544_1922-6-10_1964.jpg,0,Judy Garland,[167.988354547555 132.775227274386 246.491890912187 211.278763639017],2.489287,NaN,10187 
702157,1962,23/nm0000023_rm2018416640_1922-6-10_1962.jpg,0,Judy Garland,[201.925678361223 164.662774960997 268.292904481631 231.030001081404],2.052008,NaN,10187 
702157,1963,23/nm0000023_rm3177289728_1922-6-10_1963.jpg,0,Judy Garland,[115.92 58.32 218.88 161.28],4.211570,NaN,10187 
702157,1961,23/nm0000023_rm3358491648_1922-6-10_1961.jpg,0,Judy Garland,[443.77596241238 152.206938384715 539.942637088268 248.373613060603],3.086154,2.201144,10187 
702157,1961,23/nm0000023_rm3543041024_1922-6-10_1961.jpg,0,Judy Garland,[348.240713833842 139.910085533537 555.548342134148 347.217713833842],4.237441,NaN,10187 
702157,1963,23/nm0000023_rm545232896_1922-6-10_1963.jpg,0,Judy Garland,[143.206 48.23 249.312 154.336],0.916706,NaN,10187 
695526,1998,24/nm0000024_rm1261473280_1904-4-14_1998.jpg,1,John Gielgud,[259.044676831346 259.044676831346 1030.42670732539 1030.42670732539],0.789693,NaN,9564 
695526,1974,24/nm0000024_rm1715129344_1904-4-14_1974.jpg,1,John Gielgud,[2934.94902234415 749.933615850208 3376.84199185428 1191.82658536033],3.153679,2.799780,9564 
695526,1974,24/nm0000024_rm1731906560_1904-4-14_1974.jpg,1,John Gielgud,[4219.62203107426 1128.9307416198 4846.7658857354 1756.07459628094],2.251868,1.480391,9564 
695526,1974,24/nm0000024_rm188402688_1904-4-14_1974.jpg,1,John Gielgud,[2943.21565241142 751.269451406074 3357.87503132733 1165.92883032199],2.843784,2.836360,9564 
695526,1981,24/nm0000024_rm1954722560_1904-4-14_1981.jpg,1,John Gielgud,[1 1 1298 2000],-Inf,NaN,9564 
695526,1965,24/nm0000024_rm1979953152_1904-4-14_1965.jpg,1,John Gielgud,[1104.55284165987 356.391306247814 1456.94614790768 708.784612495628],0.791125,NaN,9564 
695526,1992,24/nm0000024_rm2104020480_1904-4-14_1992.jpg,1,John Gielgud,[277.213090415093 1093.15636166037 2719.81090415093 3535.75417539621],2.672461,NaN,9564 
